name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0.0,0.0,0.0,0.03,57.0,11.0,7.8,9.0,Acquire,T
Sengoku Otome: Legend Battle,PSV,2016,Action,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,
Harvest Moon: Skytree Village,3DS,2016,Simulation,Natsume,0.02,0.0,0.0,0.0,0.03,,,7.4,7.0,Natsume,E
Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0.0,0.0,0.03,67.0,17.0,6.2,12.0,Microids,T
Atari Flashback Classics: Volume 1,PS4,2016,Misc,Atari,0.02,0.0,0.0,0.0,0.03,,,tbd,,"Atari, Atari SA",E
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Senjou no Waltz,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,
BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,0.0,0.02,0.0,0.01,0.03,,,6.8,13.0,Arc System Works,T
Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0.0,0.02,0.0,0.0,0.03,62.0,22.0,6.4,11.0,"Neon Studios, Kaiko",E10+
Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016,Shooter,Gearbox Software,0.02,0.0,0.0,0.0,0.03,70.0,4.0,tbd,,Gearbox Software,M
 Beyblade Burst,3DS,2016,Role-Playing,FuRyu,0.0,0.0,0.03,0.0,0.03,,,,,,
The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.02,0.0,0.02,,,,,,
GRID Autosport,PC,2014,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,78.0,35.0,6.2,257.0,Codemasters,E
Demon Gaze 2,PSV,2014,Role-Playing,Experience Inc.,0.0,0.0,0.02,0.0,0.02,,,,,,
Blade Arcus from Shining EX,PS4,2015,Fighting,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Monster High: New Ghoul in School,X360,2015,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02,,,tbd,,"Torus Games, Little Orbit",E
Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.02,0.0,0.0,0.0,0.02,67.0,8.0,tbd,,Dracue,E10+
Juusanshi Engi Engetsu Sangokuden 2,PSP,2014,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Disney Planes Fire & Rescue,WiiU,2014,Action,Disney Interactive Studios,0.01,0.01,0.0,0.0,0.02,,,,,,
Reco Love: Blue Ocean,PSV,2016,Adventure,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.01,0.01,0.0,0.0,0.02,86.0,14.0,7.7,255.0,Square Enix,T
Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02,58.0,22.0,7.1,81.0,Compile Heart,T
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix,0.01,0.0,0.01,0.0,0.02,,,8.2,72.0,Square Enix,T
Diabolik Lovers: Vandead Carnival,PSV,2014,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Atari Flashback Classics: Volume 2,PS4,2016,Misc,Atari,0.02,0.0,0.0,0.0,0.02,,,tbd,,"Atari, Atari SA",E
Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,,,7.6,7.0,Big Ant Studios,E
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Winning Post 8 2015,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
La Corda d'Oro 4,PSV,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,62.0,31.0,6.5,36.0,The Tangentlemen,M
Rugby League Live 3,X360,2015,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,,,7,4.0,Big Ant Studios,E
Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube,0.01,0.01,0.0,0.0,0.02,,,tbd,,Acquire,T
Blade Arcus from Shining EX,PS3,2015,Fighting,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
Rugby Challenge 3,X360,2016,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.02,,,tbd,,Wicked Witch Software,E
Toukiden 2,PS3,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0.0,0.0,0.02,0.0,0.02,,,,,,
Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Anima - Gate of Memories,PS4,2016,Action,Avanquest,0.0,0.02,0.0,0.0,0.02,52.0,13.0,7.9,34.0,"Edge Entertainment, Anima Project",T
Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,Aqua Plus,0.0,0.0,0.02,0.0,0.02,,,,,,
Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.02,64.0,11.0,7.3,10.0,5pb,T
Thomas and Friends: Steaming around Sodor,3DS,2015,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02,,,tbd,,Avanquest Software,
Atelier Firis: The Alchemist of the Mysterious Journey,PSV,2016,Role-Playing,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02,81.0,34.0,9,76.0,NATSUME ATARI Inc.,T
To Love-Ru Trouble: Darkness - True Princess,PSV,2015,Action,FuRyu,0.0,0.0,0.02,0.0,0.02,,,,,,
Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0.0,0.02,0.0,0.0,0.02,31.0,22.0,4.5,66.0,"The Digital Lounge, Dino Dini",
Winning Post 8 2015,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Ukiyo no Roushi,PSV,2015,Action,Unknown,0.0,0.0,0.02,0.0,0.02,,,,,,
Uta Kumi 575,PSV,2014,Misc,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
Rugby World Cup 2015,XOne,2015,Sports,Ubisoft,0.0,0.02,0.0,0.0,0.02,,,4.3,7.0,HB Studios Multimedia,E
Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,78.0,11.0,7.8,186.0,PopCap,E10+
Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0.01,0.01,0.0,0.0,0.02,,,7,5.0,Infinity Ward,M
Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Diabolik Lovers: More Blood,PSV,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
Rose to Tasogare no Kojou,PSV,2016,Action,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,,,,,,
Date A Live: Arusu Install,PS3,2014,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02,,,,,,
Rugby League Team Manager 2015,PC,2015,Action,Alternative Software,0.0,0.02,0.0,0.0,0.02,,,tbd,,Alternative Software,
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,0.0,0.0,0.0,0.02,55.0,19.0,4.7,34.0,"Mediascape, CUBETYPE",E10+
Atari Flashback Classics: Volume 1,XOne,2016,Misc,Atari,0.02,0.0,0.0,0.0,0.02,,,tbd,,"Atari, Atari SA",E
Resident Evil Zero,PC,2016,Action,Capcom,0.01,0.01,0.0,0.0,0.02,,,,,,
Back to the Future: The Game,X360,2015,Adventure,Telltale Games,0.02,0.0,0.0,0.0,0.02,,,7.5,10.0,Telltale Games,
Paragon,PS4,2016,Action,Epic Games,0.02,0.0,0.0,0.0,0.02,,,6.1,96.0,Epic Games,
Atari Flashback Classics: Volume 2,XOne,2016,Misc,Atari,0.02,0.0,0.0,0.0,0.02,,,tbd,,"Atari, Atari SA",E
Hakuoki: Shinkai - Hana no Shou,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Sacred 3,PC,2014,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02,57.0,47.0,1.4,544.0,Deep Silver,M
Pro Evolution Soccer 2017,PC,2016,Sports,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02,69.0,9.0,3.7,137.0,Konami,E
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,65.0,20.0,7.3,23.0,Nippon Ichi Software,T
Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works,0.02,0.0,0.0,0.0,0.02,63.0,4.0,6.2,5.0,Arc System Works,M
Spirits and Demons: 5 Game Pack,PC,2015,Misc,Focus Multimedia,0.0,0.02,0.0,0.0,0.02,,,,,,
Net High,PSV,2015,Adventure,Marvelous Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Hakuoki: Shinkai - Furi no Shou,PSV,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0.0,0.0,0.02,52.0,15.0,7.1,12.0,Stainless Games,M
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Resident Evil 4 HD,XOne,2016,Shooter,Capcom,0.02,0.0,0.0,0.0,0.02,,,,,,
RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0.0,0.02,0.0,0.0,0.02,43.0,7.0,2.4,31.0,Nvizzio Creations,E
Arslan: The Warriors of Legend,XOne,2016,Action,Tecmo Koei,0.01,0.0,0.0,0.0,0.02,,,5.8,12.0,Omega Force,T
Darksiders: Warmastered Edition,PS4,2016,Action,Nordic Games,0.02,0.0,0.0,0.0,0.02,79.0,9.0,8.5,15.0,Nordic Games Publishing,M
Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,0.0,0.02,0.0,0.0,0.02,66.0,15.0,8.5,144.0,Artefacts Studio,
Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0.0,0.02,0.0,0.0,0.02,73.0,17.0,5.4,52.0,Nixxes Software,T
Angelique Retour,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Gakuen K: Wonderful School Days,PSP,2014,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,70.0,15.0,7.4,9.0,Omega Force,T
CV Casting Voice,PS3,2014,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,26.0,10.0,2.4,22.0,Bandai Namco Games,E10+
Devil Survivor: Over Clock,3DS,2015,Strategy,Atlus,0.0,0.0,0.02,0.0,0.02,,,,,,
Downtown Nekketsu Jidaigek,3DS,2015,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,,,,,,
Otoko Yukaku,PSV,2015,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015,Action,Compile Heart,0.0,0.0,0.02,0.0,0.02,,,,,,
Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02,,,,,,
Resident Evil 5 HD,XOne,2016,Action,Capcom,0.02,0.0,0.0,0.0,0.02,,,,,,
Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,,
Kung Fu Panda: Showdown of Legendary Legends,PS3,2015,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02,,,tbd,,"Vicious Cycle, Little Orbit",E10+
Kung Fu Panda: Showdown of Legendary Legends,X360,2015,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02,,,6.8,4.0,"Vicious Cycle, Little Orbit",E10+
Mighty No. 9,XOne,2016,Platform,Deep Silver,0.02,0.0,0.0,0.0,0.02,55.0,13.0,4.2,94.0,Inti Creates,E10+
Ratchet & Clank Collection,PSV,2014,Action,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.02,,,,,,
Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Kamen Rider: Battride War II,WiiU,2014,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Niko Puchi Girls Runway,3DS,2015,Misc,Happinet,0.0,0.0,0.02,0.0,0.02,,,,,,
The Crew: Wild Run,XOne,2015,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,65.0,5.0,6.6,21.0,Ivory Tower,T
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Coven and Labyrinth of Refrain,PSV,2016,Action,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,,,,,,
Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Uppers,PSV,2016,Action,Marvelous Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
Lovely x Cation 1 & 2,PSV,2015,Action,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,,,,,,
7 Roses: A Darkness Rises,PC,2015,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02,,,,,,
Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
The Crew: Wild Run,PC,2015,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,74.0,6.0,7.4,41.0,Ivory Tower,T
Bakumatsu Rock: Ultra Soul,PSV,2014,Misc,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
New Atelier Rorona: Hajimari no Monogatari,3DS,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,89.0,71.0,8.3,2191.0,Obsidian Entertainment,M
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016,Adventure,,0.0,0.0,0.02,0.0,0.02,,,,,,
Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,,
Prince of Stride,PSV,2015,Adventure,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Prototype: Biohazard Bundle,PS4,2016,Action,Activision,0.01,0.0,0.0,0.0,0.02,48.0,4.0,2,53.0,Radical Entertainment,M
Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,0.0,0.02,0.0,0.0,0.02,,,tbd,,Revolution Software,
Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,0.0,0.02,0.0,0.0,0.02,,,7.3,7.0,Telltale Games,T
Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Taishou Moebius Line Vitable,PSV,2016,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02,,,,,,
Robotics;Notes,PSV,2014,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
This War of Mine,PS4,2016,Action,Deep Silver,0.0,0.01,0.0,0.0,0.02,,,,,,
Abunai: Koi no Sousa Shitsu,PSV,2015,Action,Asgard,0.0,0.0,0.02,0.0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Koihime Enbu,PS4,2016,Fighting,Yeti,0.0,0.0,0.02,0.0,0.02,,,,,,
Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
MuvLuv Double Pack,PSV,2016,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Mark McMorris Infinite Air,PS4,2016,Sports,FuRyu Corporation,0.01,0.0,0.0,0.0,0.02,49.0,15.0,6,29.0,HB Studios Multimedia,T
Shin Hayarigami 2,PSV,2016,Adventure,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,,,,,,
Cabela's Big Game Hunter: Pro Hunts,WiiU,2014,Shooter,Activision,0.02,0.0,0.0,0.0,0.02,,,tbd,,Cauldron Ltd.,T
Root Infinity Rexx,PSV,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,87.0,59.0,8.7,2089.0,Larian Studios,M
Kaleidoeve,PSV,2015,Adventure,HuneX,0.0,0.0,0.02,0.0,0.02,,,,,,
Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,0.0,0.02,0.0,0.0,0.02,77.0,12.0,7.2,11.0,Revolution Software,T
Rocksmith 2014 Edition Remastered,PS4,2016,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.02,,,7.8,5.0,Ubisoft,T
Storm Lover 2nd V,PSV,2016,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Reine des Fleurs,PSV,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Rugby League Live 3,PS3,2015,Action,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.02,,,tbd,,Big Ant Studios,
Psychedelica of the Black Butterfly,PSV,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
Collar x Malice,PSV,2016,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,Otomate,
Dream C Club: GoGo ,PS3,2014,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
New Interpretation Stranger of Sword City,PSV,2016,Role-Playing,Experience Inc.,0.0,0.0,0.02,0.0,0.02,,,,,,
Kadenz fermata//Akkord:fortissimo,PSV,2014,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
Professional Farmer 2016,PS4,2015,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.02,,,,,,
Dragon's Dogma Online: Season 2,PS4,2016,Action,Capcom,0.0,0.0,0.02,0.0,0.02,,,,,,
Gaist Crusher God,3DS,2014,Action,Capcom,0.0,0.0,0.02,0.0,0.02,,,,,,
Kiss Bell,PSV,2014,Adventure,Giga,0.0,0.0,0.02,0.0,0.02,,,,,,
I Doll U,PSV,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Paranormal Pursuit: The Gifted One,PC,2015,Action,Alawar Entertainment,0.0,0.01,0.0,0.0,0.02,,,tbd,,Logris Games,
The Sims 4: Luxury Party Stuff,PC,2015,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02,,,5.3,12.0,Maxis,T
Wand of Fortune R,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Rugby World Cup 2015,PSV,2015,Sports,Ubisoft,0.0,0.01,0.0,0.0,0.02,,,tbd,,HB Studios Multimedia,E
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Harukanaru Toki no Naka de 6,PSP,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,2015,Action,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
Berserk and the Band of the Hawk,PSV,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,Omega Force,
Adventure Time: The Secret of the Nameless ,3DS,2014,Adventure,Little Orbit,0.01,0.0,0.0,0.0,0.02,,,,,,
Dead Rising 2,XOne,2016,Action,Capcom,0.01,0.0,0.0,0.0,0.02,,,tbd,,Blue Castle Games,M
Mark McMorris Infinite Air,XOne,2016,Sports,FuRyu Corporation,0.01,0.0,0.0,0.0,0.02,,,7.1,18.0,HB Studios Multimedia,T
Sid Meier's Civilization Revolution 2+,PSV,2015,Strategy,Take-Two Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
Quantum Break,PC,2016,Action,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02,66.0,14.0,4.3,539.0,Remedy Entertainment,M
Pac-Man Championship Edition 2 + Arcade Game Series,XOne,2016,Action,Namco Bandai Games,0.01,0.0,0.0,0.0,0.02,,,,,,
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,2014,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,,
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Assetto Corsa,XOne,2016,Racing,505 Games,0.0,0.01,0.0,0.0,0.02,63.0,9.0,6.7,27.0,Kunos Simulazioni,E
Meiji Toukyou Renka: Twilight Kiss,PSP,2015,Action,Broccoli,0.0,0.0,0.02,0.0,0.02,,,,,,
4 Play Collection - Dark Mysteries,PC,2014,Misc,Avanquest Software,0.0,0.01,0.0,0.0,0.02,,,,,,
King's Quest: The Complete Collection,PS4,2016,Adventure,Activision,0.01,0.0,0.0,0.0,0.02,,,tbd,,The Odd Gentlemen,E10+
SpongeBob: HeroPants,PSV,2015,Platform,Activision,0.01,0.0,0.0,0.0,0.01,,,5.1,7.0,Activision,E
Period Cube: Torikago no Amadeus,PSV,2016,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,
Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,72.0,4.0,6.2,14.0,"Milestone, Milestone S.r.l",E
Republique,PS4,2016,Action,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.01,72.0,35.0,5.8,29.0,"Camouflaj, LLC",M
Sousaku Alice to Oujisama!,3DS,2015,Simulation,Happinet,0.0,0.0,0.01,0.0,0.01,,,,,,
NBA 2K17,PC,2016,Sports,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,90.0,6.0,6.3,52.0,Visual Concepts,E
WRC 5: FIA World Rally Championship,XOne,2015,Sports,Bigben Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,
Shinobi Koutsutsu,PSP,2014,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,
Super Stardust Ultra VR,PS4,2016,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01,66.0,13.0,6.2,13.0,Sony Interactive Entertainment,E10+
Total War Attila: Tyrants & Kings,PC,2016,Strategy,Koch Media,0.0,0.01,0.0,0.0,0.01,,,,,,
Dead Rising,XOne,2016,Action,Capcom,0.01,0.0,0.0,0.0,0.01,,,8.8,12.0,Capcom,M
MLB 15: The Show,PSV,2015,Sports,Sony Computer Entertainment,0.01,0.0,0.0,0.0,0.01,,,8.8,5.0,SCEA San Diego Studios,E
Azure Striker Gunvolt,3DS,2016,Action,Yacht Club Games,0.01,0.0,0.0,0.0,0.01,77.0,20.0,8.4,62.0,Inti Creates,E10+
Penguins of Madagascar,Wii,2014,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,,tbd,,Little Orbit,E
Don Bradman Cricket 14,PS3,2014,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01,73.0,5.0,6.9,55.0,Big Ant Studios,E
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,
Raven's Cry,PS4,2015,Role-Playing,TopWare Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,
Shitsuji ga Aruji o Erabu Toki,PSV,2016,Adventure,Unknown,0.0,0.0,0.01,0.0,0.01,,,,,,
War for the Overworld,PC,2015,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01,65.0,14.0,7.7,90.0,Subterranean Games,
Infinite Stratos 2: Love and Purge,PSV,2015,Action,5pb,0.0,0.0,0.01,0.0,0.01,,,,,,
Psycho-Pass,XOne,2014,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,,,,,,
Rocksmith 2014 Edition Remastered,XOne,2016,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.01,,,tbd,,Ubisoft,T
Higurashi no Naku Koro ni Iki,PS3,2015,Action,Kaga Create,0.0,0.0,0.01,0.0,0.01,,,,,,
Rewrite,PSV,2014,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,,,,,,
Darksiders: Warmastered Edition,XOne,2016,Action,Nordic Games,0.01,0.0,0.0,0.0,0.01,80.0,13.0,7.9,14.0,Nordic Games Publishing,M
The Technomancer,PC,2016,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,56.0,34.0,6.8,149.0,"Spidersoft, Spiders",M
Marginal #4: Idol of Supernova,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,
